match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
14861,0,1,0,0,888,14862,15395,355,15436,314,0,0,0,1,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR29541232_RSV_B,15216,15215
14727,0,0,55,0,968,14782,15395,355,15361,389,55,0,0,0,BU-NEIDL,MDH,[np.str_('N')],[np.str_('N')],SRR29541232_RSV_B,15216,15142
14861,0,0,0,0,889,14861,15395,355,15470,280,0,0,0,0,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR29541232_RSV_B,15216,15278
14255,0,533,75,531,356,15394,15395,355,15750,0,0,75,84,449,BU-NEIDL,WADDL,[np.str_('N')],[],SRR29541232_RSV_B,15216,15618
14746,1,0,68,6,929,14821,15436,314,15361,389,67,1,0,0,DCLS,MDH,[np.str_('N')],[np.str_('N')],SRR29541232_RSV_B,15215,15142
14895,0,0,1,5,849,14901,15436,314,15470,280,0,1,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR29541232_RSV_B,15215,15278
14287,0,535,76,538,314,15436,15436,314,15750,0,0,76,86,449,DCLS,WADDL,[np.str_('N')],[],SRR29541232_RSV_B,15215,15618
14745,1,72,0,7,925,14825,15361,389,15470,280,0,0,72,0,MDH,UMN,[np.str_('N')],[np.str_('N')],SRR29541232_RSV_B,15142,15278
14141,1,606,74,537,391,15359,15361,389,15750,0,0,74,157,449,MDH,WADDL,[np.str_('N')],[],SRR29541232_RSV_B,15142,15618
14312,0,471,76,610,281,15469,15470,280,15750,0,0,76,22,449,UMN,WADDL,[np.str_('N')],[],SRR29541232_RSV_B,15278,15618
