match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
2251,0,63,0,0,57,2314,2371,0,2329,42,0,0,63,0,BU-NEIDL,DCLS,[],[np.str_('N')],SRR28460520_Influenza_B_1,2263,2356
2248,0,0,4,0,119,2252,2371,0,2360,11,4,0,0,0,BU-NEIDL,GPHL,[],[np.str_('N')],SRR28460520_Influenza_B_1,2263,2259
2259,0,64,0,0,48,2323,2371,0,2326,45,0,0,64,0,BU-NEIDL,UMN,[],[np.str_('N')],SRR28460520_Influenza_B_1,2263,2368
2263,0,95,0,0,13,2358,2371,0,2371,0,0,0,95,0,BU-NEIDL,WADDL,[],[],SRR28460520_Influenza_B_1,2263,2358
2263,0,84,0,0,24,2347,2371,0,2350,21,0,0,84,0,BU-NEIDL,WAPHL,[],[np.str_('N')],SRR28460520_Influenza_B_1,2263,2368
2263,0,77,0,0,31,2340,2371,0,2371,0,0,0,77,0,BU-NEIDL,WAPHL_custom,[],[],SRR28460520_Influenza_B_1,2263,2340
2236,0,0,67,0,68,2303,2329,42,2360,11,67,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_1,2356,2259
2304,0,0,0,0,67,2304,2329,42,2326,45,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_1,2356,2368
2314,0,3,0,0,54,2317,2329,42,2371,0,0,0,0,3,DCLS,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_1,2356,2358
2314,0,0,0,0,57,2314,2329,42,2350,21,0,0,0,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_1,2356,2368
2314,0,0,0,0,57,2314,2329,42,2371,0,0,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_1,2356,2340
2248,0,68,0,0,55,2316,2360,11,2326,45,0,0,68,0,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_1,2259,2368
2248,0,99,0,0,24,2347,2360,11,2371,0,0,0,99,0,GPHL,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_1,2259,2358
2248,0,88,0,0,35,2336,2360,11,2350,21,0,0,88,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_1,2259,2368
2248,0,81,0,0,42,2329,2360,11,2371,0,0,0,81,0,GPHL,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_1,2259,2340
2323,0,3,0,0,45,2326,2326,45,2371,0,0,0,0,3,UMN,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_1,2368,2358
2323,0,0,0,0,48,2323,2326,45,2350,21,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_1,2368,2368
2323,0,0,0,0,48,2323,2326,45,2371,0,0,0,0,0,UMN,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_1,2368,2340
2346,0,1,3,0,21,2350,2371,0,2350,21,0,3,1,0,WADDL,WAPHL,[],[np.str_('N')],SRR28460520_Influenza_B_1,2358,2368
2340,0,0,18,0,13,2358,2371,0,2371,0,15,3,0,0,WADDL,WAPHL_custom,[],[],SRR28460520_Influenza_B_1,2358,2340
2340,0,0,7,0,24,2347,2350,21,2371,0,7,0,0,0,WAPHL,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_1,2368,2340
