match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
0,0,319,0,0,2134,319,594,1859,2453,0,0,0,319,0,GPHL,MDH,[np.str_('N')],[],ERR3474640_Influenza_A_2,1859,1859
0,0,321,0,0,2132,321,594,1859,1011,1442,0,0,321,0,GPHL,UMN,[np.str_('N')],[np.str_('N')],ERR3474640_Influenza_A_2,1859,2341
0,0,320,0,0,2133,320,594,1859,2453,0,0,0,320,0,GPHL,WADDL,[np.str_('N')],[],ERR3474640_Influenza_A_2,1859,2050
0,0,321,0,0,2132,321,594,1859,1008,1445,0,0,321,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],ERR3474640_Influenza_A_2,1859,2341
300,0,230,112,369,1442,1011,2453,0,1011,1442,0,112,195,35,MDH,UMN,[],[np.str_('N')],ERR3474640_Influenza_A_2,1859,2341
735,0,303,112,1012,291,2162,2453,0,2453,0,0,112,196,107,MDH,WADDL,[],[],ERR3474640_Influenza_A_2,1859,2050
296,0,230,112,370,1445,1008,2453,0,1008,1445,0,112,195,35,MDH,WAPHL,[],[np.str_('N')],ERR3474640_Influenza_A_2,1859,2341
895,0,0,1,3,1554,899,1011,1442,2453,0,0,1,0,0,UMN,WADDL,[np.str_('N')],[],ERR3474640_Influenza_A_2,2341,2050
893,0,0,0,3,1557,896,1011,1442,1008,1445,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],ERR3474640_Influenza_A_2,2341,2341
895,0,1,0,0,1557,896,2453,0,1008,1445,0,0,0,1,WADDL,WAPHL,[],[np.str_('N')],ERR3474640_Influenza_A_2,2050,2341
