match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
29800,1,0,0,0,116,29801,29845,72,29898,19,0,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29873,29877
29800,1,0,0,0,116,29801,29845,72,29870,47,0,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29873,29890
29801,0,0,0,0,116,29801,29845,72,29890,27,0,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29873,29873
29799,1,7,0,1,109,29808,29845,72,29847,70,0,0,0,7,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29873,29903
29800,1,0,0,0,116,29801,29845,72,29902,15,0,0,0,0,BU-NEIDL,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29873,29888
29800,1,0,0,0,116,29801,29845,72,29863,54,0,0,0,0,BU-NEIDL,VCU,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29873,29890
29800,1,14,0,0,102,29815,29845,72,29917,0,0,0,14,0,BU-NEIDL,WADDL,[np.str_('N')],[],SRR27723604_SARS-CoV-2,29873,29887
29801,0,15,0,0,101,29816,29845,72,29915,2,0,0,15,0,BU-NEIDL,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29873,29890
29801,0,0,0,0,116,29801,29845,72,29917,0,0,0,0,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[],SRR27723604_SARS-CoV-2,29873,29816
29841,2,0,0,0,74,29843,29898,19,29870,47,0,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29877,29890
29845,1,0,0,0,71,29846,29898,19,29890,27,0,0,0,0,DCLS,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29877,29873
29824,0,7,0,2,84,29833,29898,19,29847,70,0,0,0,7,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29877,29903
29858,0,0,0,0,59,29858,29898,19,29902,15,0,0,0,0,DCLS,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29877,29888
29836,0,0,0,0,81,29836,29898,19,29863,54,0,0,0,0,DCLS,VCU,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29877,29890
29856,0,14,0,2,45,29872,29898,19,29917,0,0,0,0,14,DCLS,WADDL,[np.str_('N')],[],SRR27723604_SARS-CoV-2,29877,29887
29857,1,11,0,0,48,29869,29898,19,29915,2,0,0,11,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723604_SARS-CoV-2,29877,29890
29815,1,0,42,0,59,29858,29898,19,29917,0,42,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[],SRR27723604_SARS-CoV-2,29877,29816
