match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
1692,0,38,0,0,10,1730,1740,0,1731,9,0,0,38,0,BU-NEIDL,DCLS,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1739
1692,0,0,0,0,48,1692,1740,0,1740,0,0,0,0,0,BU-NEIDL,GPHL,[],[],ERR11658778_Influenza_A_4,1692,1692
1692,0,0,0,0,48,1692,1740,0,1740,0,0,0,0,0,BU-NEIDL,MA-DPH,[],[],ERR11658778_Influenza_A_4,1692,1692
1692,0,34,0,0,14,1726,1740,0,1726,14,0,0,34,0,BU-NEIDL,UMN,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1740
1692,0,34,0,0,14,1726,1740,0,1740,0,0,0,34,0,BU-NEIDL,WADDL,[],[],ERR11658778_Influenza_A_4,1692,1726
1692,0,40,0,0,8,1732,1740,0,1732,8,0,0,40,0,BU-NEIDL,WAPHL,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1740
1683,0,40,9,0,8,1732,1740,0,1732,8,0,9,40,0,BU-NEIDL,WAPHL_custom,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1731
1692,0,0,38,0,10,1730,1731,9,1740,0,38,0,0,0,DCLS,GPHL,[np.str_('N')],[],ERR11658778_Influenza_A_4,1739,1692
1692,0,0,38,0,10,1730,1731,9,1740,0,38,0,0,0,DCLS,MA-DPH,[np.str_('N')],[],ERR11658778_Influenza_A_4,1739,1692
1726,0,0,0,0,14,1726,1731,9,1726,14,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],ERR11658778_Influenza_A_4,1739,1740
1725,0,0,5,0,10,1730,1731,9,1740,0,5,0,0,0,DCLS,WADDL,[np.str_('N')],[],ERR11658778_Influenza_A_4,1739,1726
1729,1,0,0,0,10,1730,1731,9,1732,8,0,0,0,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],ERR11658778_Influenza_A_4,1739,1740
1720,1,0,9,0,10,1730,1731,9,1732,8,0,9,0,0,DCLS,WAPHL_custom,[np.str_('N')],[np.str_('N')],ERR11658778_Influenza_A_4,1739,1731
1692,0,0,0,0,48,1692,1740,0,1740,0,0,0,0,0,GPHL,MA-DPH,[],[],ERR11658778_Influenza_A_4,1692,1692
1692,0,34,0,0,14,1726,1740,0,1726,14,0,0,34,0,GPHL,UMN,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1740
1692,0,34,0,0,14,1726,1740,0,1740,0,0,0,34,0,GPHL,WADDL,[],[],ERR11658778_Influenza_A_4,1692,1726
1692,0,40,0,0,8,1732,1740,0,1732,8,0,0,40,0,GPHL,WAPHL,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1740
1683,0,40,9,0,8,1732,1740,0,1732,8,0,9,40,0,GPHL,WAPHL_custom,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1731
1692,0,34,0,0,14,1726,1740,0,1726,14,0,0,34,0,MA-DPH,UMN,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1740
1692,0,34,0,0,14,1726,1740,0,1740,0,0,0,34,0,MA-DPH,WADDL,[],[],ERR11658778_Influenza_A_4,1692,1726
1692,0,40,0,0,8,1732,1740,0,1732,8,0,0,40,0,MA-DPH,WAPHL,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1740
1683,0,40,9,0,8,1732,1740,0,1732,8,0,9,40,0,MA-DPH,WAPHL_custom,[],[np.str_('N')],ERR11658778_Influenza_A_4,1692,1731
1725,0,0,1,0,14,1726,1726,14,1740,0,1,0,0,0,UMN,WADDL,[np.str_('N')],[],ERR11658778_Influenza_A_4,1740,1726
1725,1,0,0,0,14,1726,1726,14,1732,8,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],ERR11658778_Influenza_A_4,1740,1740
1716,1,0,9,0,14,1726,1726,14,1732,8,0,9,0,0,UMN,WAPHL_custom,[np.str_('N')],[np.str_('N')],ERR11658778_Influenza_A_4,1740,1731
1726,0,6,0,0,8,1732,1740,0,1732,8,0,0,6,0,WADDL,WAPHL,[],[np.str_('N')],ERR11658778_Influenza_A_4,1726,1740
1717,0,6,9,0,8,1732,1740,0,1732,8,0,9,6,0,WADDL,WAPHL_custom,[],[np.str_('N')],ERR11658778_Influenza_A_4,1726,1731
1723,0,0,9,0,8,1732,1732,8,1732,8,0,9,0,0,WAPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],ERR11658778_Influenza_A_4,1740,1731
