match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
14032,0,0,0,0,1721,14032,14836,917,15301,452,0,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR29105531_RSV_A,14949,14915
13761,0,0,53,1,1938,13815,14836,917,14683,1070,53,0,0,0,BU-NEIDL,MDH,[np.str_('N')],[np.str_('N')],SRR29105531_RSV_A,14949,14855
14032,0,1,0,0,1720,14033,14836,917,15184,569,0,0,0,1,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR29105531_RSV_A,14949,15048
13303,0,514,150,579,1207,14546,14836,917,15753,0,0,150,67,447,BU-NEIDL,WADDL,[np.str_('N')],[],SRR29105531_RSV_A,14949,14941
13778,1,0,57,6,1911,13842,15301,452,14683,1070,57,0,0,0,DCLS,MDH,[np.str_('N')],[np.str_('N')],SRR29105531_RSV_A,14915,14855
14461,0,1,0,2,1289,14464,15301,452,15184,569,0,0,0,1,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR29105531_RSV_A,14915,15048
13435,0,531,333,695,759,14994,15301,452,15753,0,4,329,67,464,DCLS,WADDL,[np.str_('N')],[],SRR29105531_RSV_A,14915,14941
13776,1,61,0,8,1907,13846,14683,1070,15184,569,0,0,60,1,MDH,UMN,[np.str_('N')],[np.str_('N')],SRR29105531_RSV_A,14855,15048
13051,1,584,150,583,1384,14369,14683,1070,15753,0,0,150,120,464,MDH,WADDL,[np.str_('N')],[],SRR29105531_RSV_A,14855,14941
13438,0,580,339,702,694,15059,15184,569,15753,0,7,332,0,580,UMN,WADDL,[np.str_('N')],[],SRR29105531_RSV_A,15048,14941
