match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
858,0,1,2,3,1,864,865,0,865,0,0,2,0,1,BU-NEIDL,DCLS,[],[],ERR10221502_Influenza_A_8,863,862
833,2,0,25,3,2,863,865,0,865,0,25,0,0,0,BU-NEIDL,GPHL,[],[],ERR10221502_Influenza_A_8,863,838
833,2,0,25,3,2,863,865,0,865,0,25,0,0,0,BU-NEIDL,MDH,[],[],ERR10221502_Influenza_A_8,863,838
859,0,0,0,4,2,863,865,0,865,0,0,0,0,0,BU-NEIDL,UMN,[],[],ERR10221502_Influenza_A_8,863,863
860,0,1,0,3,1,864,865,0,865,0,0,0,0,1,BU-NEIDL,WADDL,[],[],ERR10221502_Influenza_A_8,863,864
835,2,1,25,0,2,863,865,0,865,0,24,1,0,1,DCLS,GPHL,[],[],ERR10221502_Influenza_A_8,862,838
835,2,1,25,0,2,863,865,0,865,0,24,1,0,1,DCLS,MDH,[],[],ERR10221502_Influenza_A_8,862,838
860,0,2,1,1,1,864,865,0,865,0,0,1,0,2,DCLS,UMN,[],[],ERR10221502_Influenza_A_8,862,863
861,0,3,1,0,0,865,865,0,865,0,0,1,0,3,DCLS,WADDL,[],[],ERR10221502_Influenza_A_8,862,864
838,0,0,0,0,27,838,865,0,865,0,0,0,0,0,GPHL,MDH,[],[],ERR10221502_Influenza_A_8,838,838
835,2,25,0,1,2,863,865,0,865,0,0,0,25,0,GPHL,UMN,[],[],ERR10221502_Influenza_A_8,838,863
836,2,26,0,0,1,864,865,0,865,0,0,0,25,1,GPHL,WADDL,[],[],ERR10221502_Influenza_A_8,838,864
835,2,25,0,1,2,863,865,0,865,0,0,0,25,0,MDH,UMN,[],[],ERR10221502_Influenza_A_8,838,863
836,2,26,0,0,1,864,865,0,865,0,0,0,25,1,MDH,WADDL,[],[],ERR10221502_Influenza_A_8,838,864
862,0,1,0,1,1,864,865,0,865,0,0,0,0,1,UMN,WADDL,[],[],ERR10221502_Influenza_A_8,863,864
