match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
2259,0,0,0,0,57,2259,2295,21,2316,0,0,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2280
2259,0,0,0,0,57,2259,2295,21,2308,8,0,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2280
2259,0,0,0,0,57,2259,2295,21,2316,0,0,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2280
2259,0,12,0,0,45,2271,2295,21,2316,0,0,0,12,0,BU-NEIDL,MDH,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2292
2259,0,0,0,0,57,2259,2295,21,2316,0,0,0,0,0,BU-NEIDL,UMN,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2280
2259,0,0,0,0,57,2259,2295,21,2316,0,0,0,0,0,BU-NEIDL,WADDL,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2280
2259,0,0,0,0,57,2259,2295,21,2309,7,0,0,0,0,BU-NEIDL,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2280
2259,0,13,0,0,44,2272,2295,21,2293,23,0,0,13,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2316
2272,0,0,0,0,44,2272,2316,0,2308,8,0,0,0,0,DCLS,GPHL,[],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2280
2280,0,0,0,0,36,2280,2316,0,2316,0,0,0,0,0,DCLS,MA-DPH,[],[],SRR28460730_Influenza_A_1,2280,2280
2280,0,12,0,0,24,2292,2316,0,2316,0,0,0,12,0,DCLS,MDH,[],[],SRR28460730_Influenza_A_1,2280,2292
2280,0,0,0,0,36,2280,2316,0,2316,0,0,0,0,0,DCLS,UMN,[],[],SRR28460730_Influenza_A_1,2280,2280
2280,0,0,0,0,36,2280,2316,0,2316,0,0,0,0,0,DCLS,WADDL,[],[],SRR28460730_Influenza_A_1,2280,2280
2273,0,0,0,0,43,2273,2316,0,2309,7,0,0,0,0,DCLS,WAPHL,[],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2280
2280,0,13,0,0,23,2293,2316,0,2293,23,0,0,13,0,DCLS,WAPHL_custom,[],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2316
2272,0,0,0,0,44,2272,2308,8,2316,0,0,0,0,0,GPHL,MA-DPH,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2280
2272,0,12,0,0,32,2284,2308,8,2316,0,0,0,12,0,GPHL,MDH,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2292
2272,0,0,0,0,44,2272,2308,8,2316,0,0,0,0,0,GPHL,UMN,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2280
2272,0,0,0,0,44,2272,2308,8,2316,0,0,0,0,0,GPHL,WADDL,[np.str_('N')],[],SRR28460730_Influenza_A_1,2280,2280
2272,0,0,0,0,44,2272,2308,8,2309,7,0,0,0,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2280
2272,0,13,0,0,31,2285,2308,8,2293,23,0,0,13,0,GPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2316
2280,0,12,0,0,24,2292,2316,0,2316,0,0,0,12,0,MA-DPH,MDH,[],[],SRR28460730_Influenza_A_1,2280,2292
2280,0,0,0,0,36,2280,2316,0,2316,0,0,0,0,0,MA-DPH,UMN,[],[],SRR28460730_Influenza_A_1,2280,2280
2280,0,0,0,0,36,2280,2316,0,2316,0,0,0,0,0,MA-DPH,WADDL,[],[],SRR28460730_Influenza_A_1,2280,2280
2273,0,0,0,0,43,2273,2316,0,2309,7,0,0,0,0,MA-DPH,WAPHL,[],[np.str_('N')],SRR28460730_Influenza_A_1,2280,2280
