match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
14768,0,0,27,0,485,14795,14813,467,15020,260,27,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15278,15030
14761,0,0,40,1,478,14802,14813,467,15131,149,40,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15278,14913
14774,0,0,27,0,479,14801,14813,467,15059,221,27,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15278,15030
14729,0,0,0,1,550,14730,14813,467,14734,546,0,0,0,0,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15278,15278
14688,0,0,81,1,510,14770,14813,467,14782,498,9,72,0,0,BU-NEIDL,VCU,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15278,15189
14772,0,2,39,0,467,14813,14813,467,15280,0,30,9,0,2,BU-NEIDL,WADDL,[np.str_('N')],[],SRR6849656_RSV_A,15278,14811
14770,0,0,40,0,470,14810,14813,467,14858,422,40,0,0,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15278,15223
14757,0,0,37,1,485,14795,14813,467,14814,466,37,0,0,0,BU-NEIDL,YSPH,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15278,15226
14763,0,0,0,1,516,14764,15020,260,15131,149,0,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15030,14913
14770,0,0,0,0,510,14770,15020,260,15059,221,0,0,0,0,DCLS,MA-DPH,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15030,15030
14730,0,0,0,2,548,14732,15020,260,14734,546,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15030,15278
14690,0,0,72,1,517,14763,15020,260,14782,498,0,72,0,0,DCLS,VCU,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15030,15189
14764,0,2,6,0,508,14772,15020,260,15280,0,6,0,0,2,DCLS,WADDL,[np.str_('N')],[],SRR6849656_RSV_A,15030,14811
14769,0,0,0,0,511,14769,15020,260,14858,422,0,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15030,15223
14758,1,0,0,1,520,14760,15020,260,14814,466,0,0,0,0,DCLS,YSPH,[np.str_('N')],[np.str_('N')],SRR6849656_RSV_A,15030,15226
