match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
14980,0,0,45,0,366,15025,15145,246,15186,205,45,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15187
14977,0,0,45,0,369,15022,15145,246,15183,208,45,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15187
14987,0,0,17,0,387,15004,15145,246,15149,242,17,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15236
14959,0,0,0,0,432,14959,15145,246,15076,315,0,0,0,0,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15276
14976,0,0,33,0,382,15009,15145,246,15164,227,33,0,0,0,BU-NEIDL,VCU,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15205
14996,0,0,34,0,361,15030,15145,246,15391,0,34,0,0,0,BU-NEIDL,WADDL,[np.str_('N')],[],SRR10033406_RSV_B,15276,15087
15030,0,0,0,0,361,15030,15145,246,15230,161,0,0,0,0,BU-NEIDL,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15276
14991,0,0,36,0,364,15027,15145,246,15234,157,36,0,0,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15219
14968,0,0,22,0,401,14990,15145,246,15139,252,22,0,0,0,BU-NEIDL,YSPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15222
14979,0,0,0,0,412,14979,15186,205,15183,208,0,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15187
14982,0,6,0,0,403,14988,15186,205,15149,242,0,0,6,0,DCLS,MA-DPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15236
14960,0,0,0,1,430,14961,15186,205,15076,315,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15276
14978,0,0,4,0,409,14982,15186,205,15164,227,4,0,0,0,DCLS,VCU,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15205
14982,0,32,0,0,377,15014,15186,205,15391,0,0,0,32,0,DCLS,WADDL,[np.str_('N')],[],SRR10033406_RSV_B,15187,15087
14982,0,71,0,0,338,15053,15186,205,15230,161,0,0,71,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15276
14982,0,18,0,0,391,15000,15186,205,15234,157,0,0,18,0,DCLS,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15219
14970,0,0,0,0,421,14970,15186,205,15139,252,0,0,0,0,DCLS,YSPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15222
14979,0,6,0,0,406,14985,15183,208,15149,242,0,0,6,0,GPHL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15236
14960,0,0,0,1,430,14961,15183,208,15076,315,0,0,0,0,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15276
14975,0,0,4,0,412,14979,15183,208,15164,227,4,0,0,0,GPHL,VCU,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15205
14979,0,32,0,0,380,15011,15183,208,15391,0,0,0,32,0,GPHL,WADDL,[np.str_('N')],[],SRR10033406_RSV_B,15187,15087
14979,0,71,0,0,341,15050,15183,208,15230,161,0,0,71,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15276
14979,0,18,0,0,394,14997,15183,208,15234,157,0,0,18,0,GPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15219
14970,0,0,0,0,421,14970,15183,208,15139,252,0,0,0,0,GPHL,YSPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15187,15222
14960,0,0,0,1,430,14961,15149,242,15076,315,0,0,0,0,MA-DPH,UMN,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15236,15276
14978,0,0,13,0,400,14991,15149,242,15164,227,13,0,0,0,MA-DPH,VCU,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15236,15205
14992,0,0,2,0,397,14994,15149,242,15391,0,2,0,0,0,MA-DPH,WADDL,[np.str_('N')],[],SRR10033406_RSV_B,15236,15087
14994,0,39,0,0,358,15033,15149,242,15230,161,0,0,39,0,MA-DPH,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15236,15276
14994,0,8,0,0,389,15002,15149,242,15234,157,0,0,8,0,MA-DPH,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15236,15219
14970,0,0,0,0,421,14970,15149,242,15139,252,0,0,0,0,MA-DPH,YSPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15236,15222
14960,0,0,0,1,430,14961,15076,315,15164,227,0,0,0,0,UMN,VCU,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15205
14960,0,0,0,1,430,14961,15076,315,15391,0,0,0,0,0,UMN,WADDL,[np.str_('N')],[],SRR10033406_RSV_B,15276,15087
14960,0,0,0,1,430,14961,15076,315,15230,161,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15276
14960,0,0,0,1,430,14961,15076,315,15234,157,0,0,0,0,UMN,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15219
14951,0,0,0,1,439,14952,15076,315,15139,252,0,0,0,0,UMN,YSPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15276,15222
14978,0,37,0,0,376,15015,15164,227,15391,0,0,0,37,0,VCU,WADDL,[np.str_('N')],[],SRR10033406_RSV_B,15205,15087
14978,0,40,0,0,373,15018,15164,227,15230,161,0,0,40,0,VCU,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15205,15276
14978,0,18,0,0,395,14996,15164,227,15234,157,0,0,18,0,VCU,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15205,15219
14966,0,4,0,0,421,14970,15164,227,15139,252,0,0,4,0,VCU,YSPH,[np.str_('N')],[np.str_('N')],SRR10033406_RSV_B,15205,15222
15055,1,59,0,0,276,15115,15391,0,15230,161,0,0,56,3,WADDL,WAPHL,[],[np.str_('N')],SRR10033406_RSV_B,15087,15276
