match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
14883,0,0,17,0,384,14900,15071,213,14940,344,17,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15258
14983,0,0,51,0,250,15034,15071,213,15149,135,51,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15201
14923,0,0,0,0,361,14923,15071,213,14963,321,0,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15275
14776,0,0,0,1,507,14777,15071,213,14788,496,0,0,0,0,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15276
14960,0,0,52,1,271,15013,15071,213,15101,183,51,1,0,0,BU-NEIDL,VCU,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15204
15024,0,4,39,1,216,15068,15071,213,15284,0,27,12,0,4,BU-NEIDL,WADDL,[np.str_('N')],[],SRR10033266_RSV_B,15277,15219
15064,0,0,0,0,220,15064,15071,213,15164,120,0,0,0,0,BU-NEIDL,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15276
15019,0,0,45,0,220,15064,15071,213,15174,110,45,0,0,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15219
14819,0,0,35,0,430,14854,15071,213,14884,400,35,0,0,0,BU-NEIDL,YSPH,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15277,15222
14911,0,0,0,0,373,14911,14940,344,15149,135,0,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15258,15201
14914,0,17,0,0,353,14931,14940,344,14963,321,0,0,17,0,DCLS,MA-DPH,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15258,15275
14777,0,0,0,3,504,14780,14940,344,14788,496,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15258,15276
14909,0,0,4,1,370,14914,14940,344,15101,183,4,0,0,0,DCLS,VCU,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15258,15204
14909,0,14,0,5,356,14928,14940,344,15284,0,0,0,10,4,DCLS,WADDL,[np.str_('N')],[],SRR10033266_RSV_B,15258,15219
14912,2,17,0,0,353,14931,14940,344,15164,120,0,0,17,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15258,15276
14912,2,0,0,0,370,14914,14940,344,15174,110,0,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15258,15219
14821,0,0,0,0,463,14821,14940,344,14884,400,0,0,0,0,DCLS,YSPH,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15258,15222
14913,0,23,0,0,348,14936,15149,135,14963,321,0,0,23,0,GPHL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15201,15275
14774,0,0,0,3,507,14777,15149,135,14788,496,0,0,0,0,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15201,15276
15017,0,0,5,1,261,15023,15149,135,15101,183,4,1,0,0,GPHL,VCU,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15201,15204
15061,0,18,0,5,200,15084,15149,135,15284,0,0,0,14,4,GPHL,WADDL,[np.str_('N')],[],SRR10033266_RSV_B,15201,15219
15064,2,56,0,0,162,15122,15149,135,15164,120,0,0,56,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15201,15276
15064,2,9,0,0,209,15075,15149,135,15174,110,0,0,9,0,GPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15201,15219
14822,0,0,0,0,462,14822,15149,135,14884,400,0,0,0,0,GPHL,YSPH,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15201,15222
14777,0,0,0,3,504,14780,14963,321,14788,496,0,0,0,0,MA-DPH,UMN,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15275,15276
14911,0,0,32,1,340,14944,14963,321,15101,183,32,0,0,0,MA-DPH,VCU,[np.str_('N')],[np.str_('N')],SRR10033266_RSV_B,15275,15204
14936,0,4,12,6,326,14958,14963,321,15284,0,0,12,0,4,MA-DPH,WADDL,[np.str_('N')],[],SRR10033266_RSV_B,15275,15219
