match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
29807,1,0,0,0,107,29808,29833,82,29889,26,0,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29878
29787,1,0,0,0,127,29788,29833,82,29835,80,0,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29808,0,0,0,0,107,29808,29833,82,29862,53,0,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29806,1,7,0,1,100,29815,29833,82,29845,70,0,0,0,7,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29903
29807,1,0,0,0,107,29808,29833,82,29911,4,0,0,0,0,BU-NEIDL,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29796,1,0,0,0,118,29797,29833,82,29844,71,0,0,0,0,BU-NEIDL,VCU,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29807,1,12,0,0,95,29820,29833,82,29915,0,0,0,12,0,BU-NEIDL,WADDL,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29871
29808,0,0,0,0,107,29808,29833,82,29912,3,0,0,0,0,BU-NEIDL,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29808,0,0,0,0,107,29808,29833,82,29915,0,0,0,0,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29816
29808,2,0,0,0,105,29810,29889,26,29835,80,0,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29878,29890
29836,1,0,0,0,78,29837,29889,26,29862,53,0,0,0,0,DCLS,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29878,29890
29824,0,7,0,2,82,29833,29889,26,29845,70,0,0,0,7,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29878,29903
29852,0,11,0,0,52,29863,29889,26,29911,4,0,0,11,0,DCLS,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29878,29890
29819,0,0,0,0,96,29819,29889,26,29844,71,0,0,0,0,DCLS,VCU,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29878,29890
29851,0,12,0,1,51,29864,29889,26,29915,0,0,0,0,12,DCLS,WADDL,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29878,29871
29851,1,11,0,0,52,29863,29889,26,29912,3,0,0,11,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29878,29890
29815,1,0,36,0,63,29852,29889,26,29915,0,36,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29878,29816
29809,1,0,0,0,105,29810,29835,80,29862,53,0,0,0,0,GPHL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29804,2,7,0,0,102,29813,29835,80,29845,70,0,0,0,7,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29903
29808,2,12,0,0,93,29822,29835,80,29911,4,0,0,12,0,GPHL,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29808,2,0,0,0,105,29810,29835,80,29844,71,0,0,0,0,GPHL,VCU,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29808,2,0,0,0,105,29810,29835,80,29915,0,0,0,0,0,GPHL,WADDL,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29871
29809,1,12,0,0,93,29822,29835,80,29912,3,0,0,12,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29788,1,0,21,0,105,29810,29835,80,29915,0,21,0,0,0,GPHL,WAPHL_custom,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29816
29824,1,7,0,1,82,29833,29862,53,29845,70,0,0,0,7,MA-DPH,UMN,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29903
29836,1,0,0,0,78,29837,29862,53,29911,4,0,0,0,0,MA-DPH,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29818,1,0,0,0,96,29819,29862,53,29844,71,0,0,0,0,MA-DPH,VCU,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29835,1,12,0,1,66,29849,29862,53,29915,0,0,0,0,12,MA-DPH,WADDL,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29871
29837,0,0,0,0,78,29837,29862,53,29912,3,0,0,0,0,MA-DPH,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29816,0,0,21,0,78,29837,29862,53,29915,0,21,0,0,0,MA-DPH,WAPHL_custom,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29816
29824,0,12,7,2,70,29845,29845,70,29911,4,0,7,12,0,UMN,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29903,29890
29813,0,0,7,2,93,29822,29845,70,29844,71,0,7,0,0,UMN,VCU,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29903,29890
29824,0,0,7,2,82,29833,29845,70,29915,0,0,7,0,0,UMN,WADDL,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29903,29871
29824,1,12,7,1,70,29845,29845,70,29912,3,0,7,12,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29903,29890
29807,1,0,24,1,82,29833,29845,70,29915,0,17,7,0,0,UMN,WAPHL_custom,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29903,29816
29819,0,0,0,0,96,29819,29911,4,29844,71,0,0,0,0,UVA_SOM,VCU,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29855,0,12,30,1,17,29898,29911,4,29915,0,30,0,0,12,UVA_SOM,WADDL,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29871
29885,1,0,0,0,29,29886,29911,4,29912,3,0,0,0,0,UVA_SOM,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723548_SARS-CoV-2,29890,29890
29815,1,0,70,0,29,29886,29911,4,29915,0,70,0,0,0,UVA_SOM,WAPHL_custom,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29816
29819,0,12,0,0,84,29831,29844,71,29915,0,0,0,12,0,VCU,WADDL,[np.str_('N')],[],SRR27723548_SARS-CoV-2,29890,29871
