match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
1391,0,434,22,10,18250,1857,6445,13662,10248,9859,0,22,0,434,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15093
1438,0,0,0,0,18669,1438,6445,13662,6467,13640,0,0,0,0,DCLS,MA-DPH,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15100
1406,0,534,22,10,18135,1972,6445,13662,10601,9506,0,22,0,534,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15278
1309,0,410,23,12,18353,1754,6445,13662,9090,11017,0,23,0,410,DCLS,VCU,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15185
1389,0,1592,2,47,17077,3030,6445,13662,20107,0,0,2,0,1592,DCLS,WADDL,[np.str_('N')],[],SRR28460430_RSV_A,15100,13216
1235,0,227,22,5,18618,1489,6445,13662,8312,11795,0,22,0,227,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15278
1393,0,22,434,10,18248,1859,10248,9859,6467,13640,0,434,0,22,GPHL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15093,15100
5156,0,0,0,0,14951,5156,10248,9859,10601,9506,0,0,0,0,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15093,15278
4046,0,0,10,31,16020,4087,10248,9859,9090,11017,0,10,0,0,GPHL,VCU,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15093,15185
4883,0,1719,71,280,13154,6953,10248,9859,20107,0,0,71,2,1717,GPHL,WADDL,[np.str_('N')],[],SRR28460430_RSV_A,15093,13216
3335,0,0,0,0,16772,3335,10248,9859,8312,11795,0,0,0,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15093,15278
1428,0,534,22,10,18113,1994,6467,13640,10601,9506,0,22,0,534,MA-DPH,UMN,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15278
1311,0,410,23,12,18351,1756,6467,13640,9090,11017,0,23,0,410,MA-DPH,VCU,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15185
1411,0,1592,2,47,17055,3052,6467,13640,20107,0,0,2,0,1592,MA-DPH,WADDL,[np.str_('N')],[],SRR28460430_RSV_A,15100,13216
1256,0,227,22,5,18597,1510,6467,13640,8312,11795,0,22,0,227,MA-DPH,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15100,15278
4137,0,0,40,31,15899,4208,10601,9506,9090,11017,0,40,0,0,UMN,VCU,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15278,15185
5328,0,1717,125,319,12618,7489,10601,9506,20107,0,0,125,0,1717,UMN,WADDL,[np.str_('N')],[],SRR28460430_RSV_A,15278,13216
3483,0,0,0,0,16624,3483,10601,9506,8312,11795,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15278,15278
3803,0,1793,62,303,14146,5961,9090,11017,20107,0,0,62,0,1793,VCU,WADDL,[np.str_('N')],[],SRR28460430_RSV_A,15185,13216
2830,0,7,0,18,17252,2855,9090,11017,8312,11795,0,0,0,7,VCU,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460430_RSV_A,15185,15278
3355,0,23,1717,105,14907,5200,20107,0,8312,11795,0,1717,0,23,WADDL,WAPHL,[],[np.str_('N')],SRR28460430_RSV_A,13216,15278
