match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
880,0,0,25,0,202,905,1107,0,946,161,25,0,0,0,BU-NEIDL,DCLS,[],[np.str_('N')],SRR28460520_Influenza_B_8,1034,1041
1008,0,0,7,0,92,1015,1107,0,1088,19,7,0,0,0,BU-NEIDL,GPHL,[],[np.str_('N')],SRR28460520_Influenza_B_8,1034,1027
901,0,0,0,2,204,903,1107,0,914,193,0,0,0,0,BU-NEIDL,UMN,[],[np.str_('N')],SRR28460520_Influenza_B_8,1034,1096
1034,0,73,0,0,0,1107,1107,0,1107,0,0,0,73,0,BU-NEIDL,WADDL,[],[],SRR28460520_Influenza_B_8,1034,1107
990,0,15,0,0,102,1005,1107,0,1016,91,0,0,15,0,BU-NEIDL,WAPHL,[],[np.str_('N')],SRR28460520_Influenza_B_8,1034,1096
1027,0,0,7,0,73,1034,1107,0,1107,0,7,0,0,0,BU-NEIDL,WAPHL_custom,[],[],SRR28460520_Influenza_B_8,1034,1027
880,0,0,0,0,227,880,946,161,1088,19,0,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_8,1041,1027
880,0,0,0,0,227,880,946,161,914,193,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_8,1041,1096
880,0,66,0,0,161,946,946,161,1107,0,0,0,66,0,DCLS,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_8,1041,1107
880,0,40,0,0,187,920,946,161,1016,91,0,0,40,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_8,1041,1096
880,0,18,0,0,209,898,946,161,1107,0,0,0,18,0,DCLS,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_8,1041,1027
901,0,0,0,2,204,903,1088,19,914,193,0,0,0,0,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_8,1027,1096
1008,0,80,0,0,19,1088,1088,19,1107,0,0,0,80,0,GPHL,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_8,1027,1107
965,0,22,0,0,120,987,1088,19,1016,91,0,0,22,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_8,1027,1096
1008,0,0,0,0,99,1008,1088,19,1107,0,0,0,0,0,GPHL,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_8,1027,1027
901,0,11,0,2,193,914,914,193,1107,0,0,0,11,0,UMN,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_8,1096,1107
901,0,0,0,2,204,903,914,193,1016,91,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_8,1096,1096
901,0,0,0,2,204,903,914,193,1107,0,0,0,0,0,UMN,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_8,1096,1027
1005,0,0,11,0,91,1016,1107,0,1016,91,11,0,0,0,WADDL,WAPHL,[],[np.str_('N')],SRR28460520_Influenza_B_8,1107,1096
1027,0,0,80,0,0,1107,1107,0,1107,0,80,0,0,0,WADDL,WAPHL_custom,[],[],SRR28460520_Influenza_B_8,1107,1027
983,0,0,22,0,102,1005,1016,91,1107,0,22,0,0,0,WAPHL,WAPHL_custom,[np.str_('N')],[],SRR28460520_Influenza_B_8,1096,1027
