match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
803,0,3,0,0,62,806,831,37,848,20,0,0,3,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_8,840,863
803,0,0,0,0,65,803,831,37,849,19,0,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_8,840,838
803,0,0,0,0,65,803,831,37,868,0,0,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[],SRR28460730_Influenza_A_8,840,840
803,0,5,0,0,60,808,831,37,868,0,0,0,5,0,BU-NEIDL,MDH,[np.str_('N')],[],SRR28460730_Influenza_A_8,840,844
803,0,5,0,0,60,808,831,37,850,18,0,0,5,0,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_8,840,863
803,0,13,0,0,52,816,831,37,868,0,0,0,13,0,BU-NEIDL,WADDL,[np.str_('N')],[],SRR28460730_Influenza_A_8,840,853
803,0,0,0,0,65,803,831,37,841,27,0,0,0,0,BU-NEIDL,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_8,840,863
803,0,0,0,0,65,803,831,37,867,1,0,0,0,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_8,840,838
819,0,0,5,0,44,824,848,20,849,19,5,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_8,863,838
840,0,0,3,0,25,843,848,20,868,0,3,0,0,0,DCLS,MA-DPH,[np.str_('N')],[],SRR28460730_Influenza_A_8,863,840
839,0,5,4,0,20,848,848,20,868,0,4,0,5,0,DCLS,MDH,[np.str_('N')],[],SRR28460730_Influenza_A_8,863,844
843,0,0,0,0,25,843,848,20,850,18,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR28460730_Influenza_A_8,863,863
839,0,0,0,4,25,843,848,20,868,0,0,0,0,0,DCLS,WADDL,[np.str_('N')],[],SRR28460730_Influenza_A_8,863,853
