match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
1375,0,903,5,7,2,2290,2292,0,2292,0,0,5,0,903,BU-NEIDL,DCLS,[],[],ERR10221502_Influenza_A_1,1387,2285
1382,0,895,2,3,10,2282,2292,0,2292,0,0,2,0,895,BU-NEIDL,GPHL,[],[],ERR10221502_Influenza_A_1,1387,2280
1382,0,895,2,3,10,2282,2292,0,2292,0,0,2,0,895,BU-NEIDL,MDH,[],[],ERR10221502_Influenza_A_1,1387,2280
1381,0,895,2,4,10,2282,2292,0,2292,0,0,2,0,895,BU-NEIDL,UMN,[],[],ERR10221502_Influenza_A_1,1387,2280
1382,0,895,2,3,10,2282,2292,0,2292,0,0,2,0,895,BU-NEIDL,WADDL,[],[],ERR10221502_Influenza_A_1,1387,2280
2270,1,5,10,4,2,2290,2292,0,2292,0,0,10,0,5,DCLS,GPHL,[],[],ERR10221502_Influenza_A_1,2285,2280
2270,1,5,10,4,2,2290,2292,0,2292,0,0,10,0,5,DCLS,MDH,[],[],ERR10221502_Influenza_A_1,2285,2280
2270,0,5,10,5,2,2290,2292,0,2292,0,0,10,0,5,DCLS,UMN,[],[],ERR10221502_Influenza_A_1,2285,2280
2271,0,5,10,4,2,2290,2292,0,2292,0,0,10,0,5,DCLS,WADDL,[],[],ERR10221502_Influenza_A_1,2285,2280
2280,0,0,0,0,12,2280,2292,0,2292,0,0,0,0,0,GPHL,MDH,[],[],ERR10221502_Influenza_A_1,2280,2280
2278,1,0,0,1,12,2280,2292,0,2292,0,0,0,0,0,GPHL,UMN,[],[],ERR10221502_Influenza_A_1,2280,2280
2279,1,0,0,0,12,2280,2292,0,2292,0,0,0,0,0,GPHL,WADDL,[],[],ERR10221502_Influenza_A_1,2280,2280
2278,1,0,0,1,12,2280,2292,0,2292,0,0,0,0,0,MDH,UMN,[],[],ERR10221502_Influenza_A_1,2280,2280
2279,1,0,0,0,12,2280,2292,0,2292,0,0,0,0,0,MDH,WADDL,[],[],ERR10221502_Influenza_A_1,2280,2280
2279,0,0,0,1,12,2280,2292,0,2292,0,0,0,0,0,UMN,WADDL,[],[],ERR10221502_Influenza_A_1,2280,2280
