match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
29800,2,0,0,0,102,29802,29857,47,29856,48,0,0,0,0,BU-NEIDL,DCLS,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29879
29783,0,0,0,0,121,29783,29857,47,29820,84,0,0,0,0,BU-NEIDL,GPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29885
29802,0,0,0,0,102,29802,29857,47,29881,23,0,0,0,0,BU-NEIDL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29849
29799,2,7,0,1,95,29809,29857,47,29831,73,0,0,0,7,BU-NEIDL,UMN,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29903
29791,2,33,0,0,78,29826,29857,47,29869,35,0,0,33,0,BU-NEIDL,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29885
29790,2,0,0,0,112,29792,29857,47,29833,71,0,0,0,0,BU-NEIDL,VCU,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29885
29800,2,14,0,0,88,29816,29857,47,29904,0,0,0,13,1,BU-NEIDL,WADDL,[np.str_('N')],[],SRR27723526_SARS-CoV-2,29849,29862
29802,0,35,0,0,67,29837,29857,47,29885,19,0,0,35,0,BU-NEIDL,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29885
29802,0,0,0,0,102,29802,29857,47,29901,3,0,0,0,0,BU-NEIDL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29811
29799,2,0,0,0,103,29801,29856,48,29820,84,0,0,0,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29879,29885
29824,2,0,0,0,78,29826,29856,48,29881,23,0,0,0,0,DCLS,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29879,29849
29820,0,7,0,3,74,29830,29856,48,29831,73,0,0,0,7,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29879,29903
29817,0,6,0,0,81,29823,29856,48,29869,35,0,0,6,0,DCLS,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29879,29885
29813,0,0,0,1,90,29814,29856,48,29833,71,0,0,0,0,DCLS,VCU,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29879,29885
29830,0,1,0,1,72,29832,29856,48,29904,0,0,0,0,1,DCLS,WADDL,[np.str_('N')],[],SRR27723526_SARS-CoV-2,29879,29862
29829,2,6,0,0,67,29837,29856,48,29885,19,0,0,6,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29879,29885
29806,2,0,23,0,73,29831,29856,48,29901,3,23,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29879,29811
29801,0,0,0,0,103,29801,29820,84,29881,23,0,0,0,0,GPHL,MA-DPH,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29849
29798,2,7,0,1,96,29808,29820,84,29831,73,0,0,0,7,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29903
29799,2,0,0,0,103,29801,29820,84,29869,35,0,0,0,0,GPHL,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29885
29799,2,0,0,0,103,29801,29820,84,29833,71,0,0,0,0,GPHL,VCU,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29885
29799,2,1,0,0,102,29802,29820,84,29904,0,0,0,0,1,GPHL,WADDL,[np.str_('N')],[],SRR27723526_SARS-CoV-2,29885,29862
29801,0,0,0,0,103,29801,29820,84,29885,19,0,0,0,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29885
29784,0,0,17,0,103,29801,29820,84,29901,3,17,0,0,0,GPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29811
29820,2,7,0,1,74,29830,29881,23,29831,73,0,0,0,7,MA-DPH,UMN,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29903
29813,2,33,0,0,56,29848,29881,23,29869,35,0,0,33,0,MA-DPH,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29885
29812,2,0,0,0,90,29814,29881,23,29833,71,0,0,0,0,MA-DPH,VCU,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29885
29824,2,14,0,0,64,29840,29881,23,29904,0,0,0,13,1,MA-DPH,WADDL,[np.str_('N')],[],SRR27723526_SARS-CoV-2,29849,29862
29826,0,35,0,0,43,29861,29881,23,29885,19,0,0,35,0,MA-DPH,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29885
29805,0,0,21,0,78,29826,29881,23,29901,3,21,0,0,0,MA-DPH,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29849,29811
29809,0,0,7,3,85,29819,29831,73,29869,35,0,7,0,0,UMN,UVA_SOM,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29903,29885
29809,0,0,7,2,86,29818,29831,73,29833,71,0,7,0,0,UMN,VCU,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29903,29885
29821,0,1,7,2,73,29831,29831,73,29904,0,0,7,0,1,UMN,WADDL,[np.str_('N')],[],SRR27723526_SARS-CoV-2,29903,29862
29820,2,0,7,1,74,29830,29831,73,29885,19,0,7,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29903,29885
29802,2,0,25,1,74,29830,29831,73,29901,3,18,7,0,0,UMN,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29903,29811
29813,0,0,0,1,90,29814,29869,35,29833,71,0,0,0,0,UVA_SOM,VCU,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29885
29826,0,1,23,1,53,29851,29869,35,29904,0,23,0,0,1,UVA_SOM,WADDL,[np.str_('N')],[],SRR27723526_SARS-CoV-2,29885,29862
29848,2,0,0,0,54,29850,29869,35,29885,19,0,0,0,0,UVA_SOM,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29885
29792,2,0,56,0,54,29850,29869,35,29901,3,56,0,0,0,UVA_SOM,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29811
29814,0,1,0,0,89,29815,29833,71,29904,0,0,0,0,1,VCU,WADDL,[np.str_('N')],[],SRR27723526_SARS-CoV-2,29885,29862
29812,2,0,0,0,90,29814,29833,71,29885,19,0,0,0,0,VCU,WAPHL,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29885
29791,2,0,21,0,90,29814,29833,71,29901,3,21,0,0,0,VCU,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29811
29841,2,23,1,0,37,29867,29904,0,29885,19,0,1,23,0,WADDL,WAPHL,[],[np.str_('N')],SRR27723526_SARS-CoV-2,29862,29885
29806,2,0,51,0,45,29859,29904,0,29901,3,50,1,0,0,WADDL,WAPHL_custom,[],[np.str_('N')],SRR27723526_SARS-CoV-2,29862,29811
29808,0,0,58,0,38,29866,29885,19,29901,3,58,0,0,0,WAPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR27723526_SARS-CoV-2,29885,29811
