match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
1610,0,0,349,0,316,1959,2275,0,2053,222,349,0,0,0,BU-NEIDL,DCLS,[],[np.str_('N')],SRR28460520_Influenza_B_3,2181,1832
2159,0,0,0,0,116,2159,2275,0,2253,22,0,0,0,0,BU-NEIDL,GPHL,[],[np.str_('N')],SRR28460520_Influenza_B_3,2181,2181
2086,0,0,0,1,188,2087,2275,0,2158,117,0,0,0,0,BU-NEIDL,UMN,[],[np.str_('N')],SRR28460520_Influenza_B_3,2181,2204
2181,0,20,0,0,74,2201,2275,0,2275,0,0,0,20,0,BU-NEIDL,WADDL,[],[],SRR28460520_Influenza_B_3,2181,2201
2106,0,0,0,0,169,2106,2275,0,2177,98,0,0,0,0,BU-NEIDL,WAPHL,[],[np.str_('N')],SRR28460520_Influenza_B_3,2181,2204
2181,0,65,0,0,29,2246,2275,0,2246,29,0,0,65,0,BU-NEIDL,WAPHL_custom,[],[np.str_('N')],SRR28460520_Influenza_B_3,2181,2275
1610,0,327,0,0,338,1937,2053,222,2253,22,0,0,327,0,DCLS,GPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,1832,2181
1609,0,255,0,1,410,1865,2053,222,2158,117,0,0,255,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,1832,2204
1610,0,369,0,0,296,1979,2053,222,2275,0,0,0,369,0,DCLS,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_3,1832,2201
1610,0,274,0,0,391,1884,2053,222,2177,98,0,0,274,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,1832,2204
1610,0,414,0,0,251,2024,2053,222,2246,29,0,0,414,0,DCLS,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,1832,2275
2086,0,0,0,1,188,2087,2253,22,2158,117,0,0,0,0,GPHL,UMN,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,2181,2204
2159,0,20,0,0,96,2179,2253,22,2275,0,0,0,20,0,GPHL,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_3,2181,2201
2106,0,0,0,0,169,2106,2253,22,2177,98,0,0,0,0,GPHL,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,2181,2204
2159,0,65,0,0,51,2224,2253,22,2246,29,0,0,65,0,GPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,2181,2275
2086,0,0,0,1,188,2087,2158,117,2275,0,0,0,0,0,UMN,WADDL,[np.str_('N')],[],SRR28460520_Influenza_B_3,2204,2201
2086,0,0,0,1,188,2087,2158,117,2177,98,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,2204,2204
2086,0,42,0,1,146,2129,2158,117,2246,29,0,0,42,0,UMN,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,2204,2275
2106,0,0,0,0,169,2106,2275,0,2177,98,0,0,0,0,WADDL,WAPHL,[],[np.str_('N')],SRR28460520_Influenza_B_3,2201,2204
2201,0,45,0,0,29,2246,2275,0,2246,29,0,0,45,0,WADDL,WAPHL_custom,[],[np.str_('N')],SRR28460520_Influenza_B_3,2201,2275
2106,0,42,0,0,127,2148,2177,98,2246,29,0,0,42,0,WAPHL,WAPHL_custom,[np.str_('N')],[np.str_('N')],SRR28460520_Influenza_B_3,2204,2275
