match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
1636,3,127,0,0,116,1766,1882,0,1766,116,0,0,127,0,BU-NEIDL,DCLS,[],[np.str_('N')],SRR22846266_Influenza_B_4,1755,1882
1755,0,0,0,0,127,1755,1882,0,1882,0,0,0,0,0,BU-NEIDL,GPHL,[],[],SRR22846266_Influenza_B_4,1755,1755
1755,0,126,0,0,1,1881,1882,0,1882,0,0,0,126,0,BU-NEIDL,MDH,[],[],SRR22846266_Influenza_B_4,1755,1881
1723,3,127,0,3,26,1856,1882,0,1856,26,0,0,127,0,BU-NEIDL,UMN,[],[np.str_('N')],SRR22846266_Influenza_B_4,1755,1882
1752,3,127,0,0,0,1882,1882,0,1882,0,0,0,127,0,BU-NEIDL,WADDL,[],[],SRR22846266_Influenza_B_4,1755,1882
1726,3,127,0,0,26,1856,1882,0,1856,26,0,0,127,0,BU-NEIDL,WAPHL,[],[np.str_('N')],SRR22846266_Influenza_B_4,1755,1882
1752,3,0,0,0,127,1755,1882,0,1882,0,0,0,0,0,BU-NEIDL,WAPHL_custom,[],[],SRR22846266_Influenza_B_4,1755,1755
1636,3,0,127,0,116,1766,1766,116,1882,0,127,0,0,0,DCLS,GPHL,[np.str_('N')],[],SRR22846266_Influenza_B_4,1882,1755
1759,5,0,1,1,116,1766,1766,116,1882,0,1,0,0,0,DCLS,MDH,[np.str_('N')],[],SRR22846266_Influenza_B_4,1882,1881
1763,0,0,0,3,116,1766,1766,116,1856,26,0,0,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR22846266_Influenza_B_4,1882,1882
1765,0,0,0,1,116,1766,1766,116,1882,0,0,0,0,0,DCLS,WADDL,[np.str_('N')],[],SRR22846266_Influenza_B_4,1882,1882
1766,0,0,0,0,116,1766,1766,116,1856,26,0,0,0,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR22846266_Influenza_B_4,1882,1882
1639,0,0,127,0,116,1766,1766,116,1882,0,127,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[],SRR22846266_Influenza_B_4,1882,1755
1755,0,126,0,0,1,1881,1882,0,1882,0,0,0,126,0,GPHL,MDH,[],[],SRR22846266_Influenza_B_4,1755,1881
1723,3,127,0,3,26,1856,1882,0,1856,26,0,0,127,0,GPHL,UMN,[],[np.str_('N')],SRR22846266_Influenza_B_4,1755,1882
1752,3,127,0,0,0,1882,1882,0,1882,0,0,0,127,0,GPHL,WADDL,[],[],SRR22846266_Influenza_B_4,1755,1882
1726,3,127,0,0,26,1856,1882,0,1856,26,0,0,127,0,GPHL,WAPHL,[],[np.str_('N')],SRR22846266_Influenza_B_4,1755,1882
1752,3,0,0,0,127,1755,1882,0,1882,0,0,0,0,0,GPHL,WAPHL_custom,[],[],SRR22846266_Influenza_B_4,1755,1755
1846,5,1,0,4,26,1856,1882,0,1856,26,0,0,1,0,MDH,UMN,[],[np.str_('N')],SRR22846266_Influenza_B_4,1881,1882
1876,5,1,0,0,0,1882,1882,0,1882,0,0,0,1,0,MDH,WADDL,[],[],SRR22846266_Influenza_B_4,1881,1882
1849,5,1,0,1,26,1856,1882,0,1856,26,0,0,1,0,MDH,WAPHL,[],[np.str_('N')],SRR22846266_Influenza_B_4,1881,1882
1752,3,0,126,0,1,1881,1882,0,1882,0,126,0,0,0,MDH,WAPHL_custom,[],[],SRR22846266_Influenza_B_4,1881,1755
1852,0,0,0,4,26,1856,1856,26,1882,0,0,0,0,0,UMN,WADDL,[np.str_('N')],[],SRR22846266_Influenza_B_4,1882,1882
1853,0,0,0,3,26,1856,1856,26,1856,26,0,0,0,0,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR22846266_Influenza_B_4,1882,1882
1726,0,0,127,3,26,1856,1856,26,1882,0,127,0,0,0,UMN,WAPHL_custom,[np.str_('N')],[],SRR22846266_Influenza_B_4,1882,1755
1855,0,0,0,1,26,1856,1882,0,1856,26,0,0,0,0,WADDL,WAPHL,[],[np.str_('N')],SRR22846266_Influenza_B_4,1882,1882
1755,0,0,127,0,0,1882,1882,0,1882,0,127,0,0,0,WADDL,WAPHL_custom,[],[],SRR22846266_Influenza_B_4,1882,1755
1729,0,0,127,0,26,1856,1856,26,1882,0,127,0,0,0,WAPHL,WAPHL_custom,[np.str_('N')],[],SRR22846266_Influenza_B_4,1882,1755
