match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,BU-NEIDL,DCLS,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,0,0,0,82,2151,2233,0,2233,0,0,0,0,0,BU-NEIDL,GPHL,[],[],SRR17349351_Influenza_A_3,2151,2151
2151,0,0,0,0,82,2151,2233,0,2233,0,0,0,0,0,BU-NEIDL,MA-DPH,[],[],SRR17349351_Influenza_A_3,2151,2151
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,BU-NEIDL,MDH,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,BU-NEIDL,UMN,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,BU-NEIDL,WADDL,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,BU-NEIDL,WAPHL,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,BU-NEIDL,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,0,82,0,0,2233,2233,0,2233,0,82,0,0,0,DCLS,GPHL,[],[],SRR17349351_Influenza_A_3,2233,2151
2151,0,0,82,0,0,2233,2233,0,2233,0,82,0,0,0,DCLS,MA-DPH,[],[],SRR17349351_Influenza_A_3,2233,2151
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,DCLS,MDH,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,DCLS,UMN,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,DCLS,WADDL,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,DCLS,WAPHL,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,DCLS,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2233,2233
2151,0,0,0,0,82,2151,2233,0,2233,0,0,0,0,0,GPHL,MA-DPH,[],[],SRR17349351_Influenza_A_3,2151,2151
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,GPHL,MDH,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,GPHL,UMN,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,GPHL,WADDL,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,GPHL,WAPHL,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,GPHL,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,MA-DPH,MDH,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,MA-DPH,UMN,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,MA-DPH,WADDL,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,MA-DPH,WAPHL,[],[],SRR17349351_Influenza_A_3,2151,2233
2151,0,82,0,0,0,2233,2233,0,2233,0,0,0,82,0,MA-DPH,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2151,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,MDH,UMN,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,MDH,WADDL,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,MDH,WAPHL,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,MDH,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,UMN,WADDL,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,UMN,WAPHL,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,UMN,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,WADDL,WAPHL,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,WADDL,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2233,2233
2233,0,0,0,0,0,2233,2233,0,2233,0,0,0,0,0,WAPHL,WAPHL_custom,[],[],SRR17349351_Influenza_A_3,2233,2233
