match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
1135,0,50,0,0,6,1185,1191,0,1186,5,0,0,50,0,BU-NEIDL,DCLS,[],[np.str_('N')],SRR22846266_Influenza_B_7,1140,1190
1076,0,0,64,0,51,1140,1191,0,1191,0,64,0,0,0,BU-NEIDL,GPHL,[],[],SRR22846266_Influenza_B_7,1140,1076
1140,0,44,0,0,7,1184,1191,0,1191,0,0,0,44,0,BU-NEIDL,MDH,[],[],SRR22846266_Influenza_B_7,1140,1184
1140,0,51,0,0,0,1191,1191,0,1191,0,0,0,50,1,BU-NEIDL,UMN,[],[],SRR22846266_Influenza_B_7,1140,1191
1140,0,44,0,0,7,1184,1191,0,1191,0,0,0,44,0,BU-NEIDL,WADDL,[],[],SRR22846266_Influenza_B_7,1140,1184
1140,0,50,0,0,1,1190,1191,0,1191,0,0,0,50,0,BU-NEIDL,WAPHL,[],[],SRR22846266_Influenza_B_7,1140,1190
1140,0,15,0,0,36,1155,1191,0,1191,0,0,0,15,0,BU-NEIDL,WAPHL_custom,[],[],SRR22846266_Influenza_B_7,1140,1155
1071,0,0,114,0,6,1185,1186,5,1191,0,114,0,0,0,DCLS,GPHL,[np.str_('N')],[],SRR22846266_Influenza_B_7,1190,1076
1179,0,0,6,0,6,1185,1186,5,1191,0,6,0,0,0,DCLS,MDH,[np.str_('N')],[],SRR22846266_Influenza_B_7,1190,1184
1185,0,1,0,0,5,1186,1186,5,1191,0,0,0,0,1,DCLS,UMN,[np.str_('N')],[],SRR22846266_Influenza_B_7,1190,1191
1179,0,0,6,0,6,1185,1186,5,1191,0,6,0,0,0,DCLS,WADDL,[np.str_('N')],[],SRR22846266_Influenza_B_7,1190,1184
1185,0,0,0,0,6,1185,1186,5,1191,0,0,0,0,0,DCLS,WAPHL,[np.str_('N')],[],SRR22846266_Influenza_B_7,1190,1190
1150,0,0,35,0,6,1185,1186,5,1191,0,35,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[],SRR22846266_Influenza_B_7,1190,1155
1076,0,108,0,0,7,1184,1191,0,1191,0,0,0,108,0,GPHL,MDH,[],[],SRR22846266_Influenza_B_7,1076,1184
1076,0,115,0,0,0,1191,1191,0,1191,0,0,0,115,0,GPHL,UMN,[],[],SRR22846266_Influenza_B_7,1076,1191
1076,0,108,0,0,7,1184,1191,0,1191,0,0,0,108,0,GPHL,WADDL,[],[],SRR22846266_Influenza_B_7,1076,1184
1076,0,114,0,0,1,1190,1191,0,1191,0,0,0,114,0,GPHL,WAPHL,[],[],SRR22846266_Influenza_B_7,1076,1190
1076,0,79,0,0,36,1155,1191,0,1191,0,0,0,79,0,GPHL,WAPHL_custom,[],[],SRR22846266_Influenza_B_7,1076,1155
1184,0,7,0,0,0,1191,1191,0,1191,0,0,0,6,1,MDH,UMN,[],[],SRR22846266_Influenza_B_7,1184,1191
1184,0,0,0,0,7,1184,1191,0,1191,0,0,0,0,0,MDH,WADDL,[],[],SRR22846266_Influenza_B_7,1184,1184
1184,0,6,0,0,1,1190,1191,0,1191,0,0,0,6,0,MDH,WAPHL,[],[],SRR22846266_Influenza_B_7,1184,1190
1155,0,0,29,0,7,1184,1191,0,1191,0,29,0,0,0,MDH,WAPHL_custom,[],[],SRR22846266_Influenza_B_7,1184,1155
1184,0,0,7,0,0,1191,1191,0,1191,0,6,1,0,0,UMN,WADDL,[],[],SRR22846266_Influenza_B_7,1191,1184
1190,0,0,1,0,0,1191,1191,0,1191,0,0,1,0,0,UMN,WAPHL,[],[],SRR22846266_Influenza_B_7,1191,1190
1155,0,0,36,0,0,1191,1191,0,1191,0,35,1,0,0,UMN,WAPHL_custom,[],[],SRR22846266_Influenza_B_7,1191,1155
1184,0,6,0,0,1,1190,1191,0,1191,0,0,0,6,0,WADDL,WAPHL,[],[],SRR22846266_Influenza_B_7,1184,1190
1155,0,0,29,0,7,1184,1191,0,1191,0,29,0,0,0,WADDL,WAPHL_custom,[],[],SRR22846266_Influenza_B_7,1184,1155
1155,0,0,35,0,1,1190,1191,0,1191,0,35,0,0,0,WAPHL,WAPHL_custom,[],[],SRR22846266_Influenza_B_7,1190,1155
