match,match_iupac,ins,del,sub,invalid,valid,valid_s1,invalid_s1,valid_s2,invalid_s2,del_terminal,del_internal,ins_terminal,ins_internal,seq1,seq2,invalid_char_s1,invalid_char_s2,sample,length_s1,length_s2
1683,0,155,0,0,10,1838,1848,0,1843,5,0,0,155,0,BU-NEIDL,DCLS,[],[np.str_('N')],SRR29478216_Influenza_B_5,1683,1843
1683,0,0,0,0,165,1683,1848,0,1848,0,0,0,0,0,BU-NEIDL,GPHL,[],[],SRR29478216_Influenza_B_5,1683,1683
1683,0,164,0,0,1,1847,1848,0,1848,0,0,0,164,0,BU-NEIDL,MDH,[],[],SRR29478216_Influenza_B_5,1683,1847
1683,0,154,0,0,11,1837,1848,0,1844,4,0,0,154,0,BU-NEIDL,UMN,[],[np.str_('N')],SRR29478216_Influenza_B_5,1683,1841
1683,0,160,0,0,5,1843,1848,0,1848,0,0,0,160,0,BU-NEIDL,WADDL,[],[],SRR29478216_Influenza_B_5,1683,1843
1683,0,160,0,0,5,1843,1848,0,1847,1,0,0,160,0,BU-NEIDL,WAPHL,[],[np.str_('N')],SRR29478216_Influenza_B_5,1683,1844
1683,0,132,0,0,33,1815,1848,0,1848,0,0,0,132,0,BU-NEIDL,WAPHL_custom,[],[],SRR29478216_Influenza_B_5,1683,1815
1683,0,0,155,0,10,1838,1843,5,1848,0,155,0,0,0,DCLS,GPHL,[np.str_('N')],[],SRR29478216_Influenza_B_5,1843,1683
1836,2,4,0,0,6,1842,1843,5,1848,0,0,0,4,0,DCLS,MDH,[np.str_('N')],[],SRR29478216_Influenza_B_5,1843,1847
1834,0,0,3,1,10,1838,1843,5,1844,4,0,3,0,0,DCLS,UMN,[np.str_('N')],[np.str_('N')],SRR29478216_Influenza_B_5,1843,1841
1838,0,0,0,0,10,1838,1843,5,1848,0,0,0,0,0,DCLS,WADDL,[np.str_('N')],[],SRR29478216_Influenza_B_5,1843,1843
1838,0,0,0,0,10,1838,1843,5,1847,1,0,0,0,0,DCLS,WAPHL,[np.str_('N')],[np.str_('N')],SRR29478216_Influenza_B_5,1843,1844
1815,0,0,23,0,10,1838,1843,5,1848,0,23,0,0,0,DCLS,WAPHL_custom,[np.str_('N')],[],SRR29478216_Influenza_B_5,1843,1815
1683,0,164,0,0,1,1847,1848,0,1848,0,0,0,164,0,GPHL,MDH,[],[],SRR29478216_Influenza_B_5,1683,1847
1683,0,154,0,0,11,1837,1848,0,1844,4,0,0,154,0,GPHL,UMN,[],[np.str_('N')],SRR29478216_Influenza_B_5,1683,1841
1683,0,160,0,0,5,1843,1848,0,1848,0,0,0,160,0,GPHL,WADDL,[],[],SRR29478216_Influenza_B_5,1683,1843
1683,0,160,0,0,5,1843,1848,0,1847,1,0,0,160,0,GPHL,WAPHL,[],[np.str_('N')],SRR29478216_Influenza_B_5,1683,1844
1683,0,132,0,0,33,1815,1848,0,1848,0,0,0,132,0,GPHL,WAPHL_custom,[],[],SRR29478216_Influenza_B_5,1683,1815
1834,2,0,7,1,4,1844,1848,0,1844,4,4,3,0,0,MDH,UMN,[],[np.str_('N')],SRR29478216_Influenza_B_5,1847,1841
1841,2,0,4,0,1,1847,1848,0,1848,0,4,0,0,0,MDH,WADDL,[],[],SRR29478216_Influenza_B_5,1847,1843
1841,2,0,4,0,1,1847,1848,0,1847,1,4,0,0,0,MDH,WAPHL,[],[np.str_('N')],SRR29478216_Influenza_B_5,1847,1844
1815,0,0,32,0,1,1847,1848,0,1848,0,32,0,0,0,MDH,WAPHL_custom,[],[],SRR29478216_Influenza_B_5,1847,1815
1836,0,3,0,1,8,1840,1844,4,1848,0,0,0,0,3,UMN,WADDL,[np.str_('N')],[],SRR29478216_Influenza_B_5,1841,1843
1836,0,3,0,1,8,1840,1844,4,1847,1,0,0,0,3,UMN,WAPHL,[np.str_('N')],[np.str_('N')],SRR29478216_Influenza_B_5,1841,1844
1811,0,3,25,1,8,1840,1844,4,1848,0,25,0,0,3,UMN,WAPHL_custom,[np.str_('N')],[],SRR29478216_Influenza_B_5,1841,1815
1843,0,0,0,0,5,1843,1848,0,1847,1,0,0,0,0,WADDL,WAPHL,[],[np.str_('N')],SRR29478216_Influenza_B_5,1843,1844
1815,0,0,28,0,5,1843,1848,0,1848,0,28,0,0,0,WADDL,WAPHL_custom,[],[],SRR29478216_Influenza_B_5,1843,1815
1815,0,0,28,0,5,1843,1847,1,1848,0,28,0,0,0,WAPHL,WAPHL_custom,[np.str_('N')],[],SRR29478216_Influenza_B_5,1844,1815
